id,title,description,thumbnailUrl,iframeUrl,controls,highlights,originalUrl,category
66da87c150bf4e7c9f2abef8cdbd2f7a,Soccer Tournament,"Soccer Tournament is a fun and fast-paced tabletop-style soccer game where you control a team of caps, flicking them to pass, shoot, and score goals. Strategize your moves, outplay your opponent, and aim for victory in this exciting, skill-based challenge!",https://img.gamedistribution.com/66da87c150bf4e7c9f2abef8cdbd2f7a-200x120.jpg,https://html5.gamedistribution.com/66da87c150bf4e7c9f2abef8cdbd2f7a/,"Tap or click the cap (player) and drag to adjust the direction and shooting power.
Release to shoot.
Kick the ball into the opponent's goal to score points.","['在这款刺激的Football游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/66da87c150bf4e7c9f2abef8cdbd2f7a/,Football
8bd7f64edc48480f9148388a77618c8d,Color Cargo Puzzle Rush,"Color Cargo Puzzle Rush is the ultimate blend of color puzzle games, and sorting games! Dive into this stress-relieving world of ASMR games where you match delivery boxes with the right cargo buses by their colors. Perfect for fans of color sort puzzle and fun games, this game is all about strategy, speed, and precision.",https://img.gamedistribution.com/8bd7f64edc48480f9148388a77618c8d-200x120.jpg,https://html5.gamedistribution.com/8bd7f64edc48480f9148388a77618c8d/,Use mouse left button to play,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/8bd7f64edc48480f9148388a77618c8d/,Puzzle
437114387d364ebd93b36c44045ccace,Geometrix,"Geometrix is a game about guessing the right shape. Defeat the enemies copying their shapes. When you collide with the evil shapes, if you have the same geometrical figure, you will destroy the enemy, otherwise you will lost a health point. Lost more than three points and it will be game over. Face over 40 levels, with increasing difficulty, enemies with up to 6 different geometric figures. You have to be fast and skilled to beat this game. Will you make it? If you want to know it, just try it!",https://img.gamedistribution.com/437114387d364ebd93b36c44045ccace-200x120.jpg,https://html5.gamedistribution.com/437114387d364ebd93b36c44045ccace/,Touch the buttons on screen to change shape,"['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/437114387d364ebd93b36c44045ccace/,Casual
68981efdfbed4b80a5d39a34cc943696,High Heels Collect Run,"Ready to begin a stylish running adventure in High Heels Collect Run! In this casual game, you’ll run through various fun environments. Stepping on heels can make you feel like a queen! Everyone loves to look perfect, and these heels will make you shine like a star!",https://img.gamedistribution.com/68981efdfbed4b80a5d39a34cc943696-200x120.jpg,https://html5.gamedistribution.com/68981efdfbed4b80a5d39a34cc943696/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/68981efdfbed4b80a5d39a34cc943696/,Casual
fd4056d6ea6b419b83c05d01c74075b3,Brawl Bros Squad,"Introducing a new exciting third-person shooter — Brawl Bros Squad! Fight opponents in a variety of conditions. Discover a variety of unique skins to make yourself unique. Enjoy dynamic jumps, accurate shooting and get ready for intense battles. Become a real champion among players around the world and prove that you are the best in this crazy world!",https://img.gamedistribution.com/fd4056d6ea6b419b83c05d01c74075b3-200x120.jpg,https://html5.gamedistribution.com/fd4056d6ea6b419b83c05d01c74075b3/,"W, A, S, D - walk
Space - jump
R - reload
1, 2 - change weapons
F - weapon selection
3, 4 - grenades
P - pause

LMB - shoot, throw a grenade
Automatic shooting on a mobile device
RMB - aim on a sniper

Tab - leaderboard","['在这款刺激的Shooter游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/fd4056d6ea6b419b83c05d01c74075b3/,Shooter
c2c539077905410bb2114297cf24255b,Br Br Patapim: Obby Challenge,"Br Br Patapim: Obby Challenge is a wild meme-fueled obby game where you’ll jump, fall, and laugh your way through chaos! Inspired by the viral spirit of Italian Brainrot Animals of TikTok trends, this game turns parkour madness into pure comedy. Take control of the legendary Brr Brr Patapim and conquer ridiculous levels full of traps, platforms, and meme-powered surprises.",https://img.gamedistribution.com/c2c539077905410bb2114297cf24255b-200x120.jpg,https://html5.gamedistribution.com/c2c539077905410bb2114297cf24255b/,"Controls:
 W, A, S, D – Move
 Spacebar – Jump
 Shift - Run
 Mouse – Look Around","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/c2c539077905410bb2114297cf24255b/,Adventure
b86afb3a591e4892b0cc0a143c0ade4c,Catch The Pig,"This is a casual elimination game. The main purpose of the game is to find three identical pigs, catch them, and collect all the pig collections!",https://img.gamedistribution.com/b86afb3a591e4892b0cc0a143c0ade4c-200x120.jpg,https://html5.gamedistribution.com/b86afb3a591e4892b0cc0a143c0ade4c/,This is a match-3 game. Find three identical items and they will be eliminated. The ultimate goal of the game is to find all the pigs!,"['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/b86afb3a591e4892b0cc0a143c0ade4c/,Casual
c62767db6c984841a95341d73ff498b5,Pool Merge Mania,"Pool Merge Mania!

Get ready for a wildly addictive twist on classic pool mechanics!
In Pool Merge Mania, shoot balls into the arena and watch them bounce, collide, and merge into higher-level balls. 

But beware, you can only have 15 balls on the table.

Tip: Fewer balls = more control. Merge them quick to stay in the game!",https://img.gamedistribution.com/c62767db6c984841a95341d73ff498b5-200x120.jpg,https://html5.gamedistribution.com/c62767db6c984841a95341d73ff498b5/,"Shoot balls every few seconds into the game board.
Balls of the same level merge into a new, higher-level ball!
You can only have 15 balls on the table. keep it low to stay alive!
Strategic shots and smart merges are your key to survival.
","['在这款刺激的Sports游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/c62767db6c984841a95341d73ff498b5/,Sports
c17f75ead5b2493fa15db989e8b393ac,Ultrahero Vs Monsters Royale Battle,"Ultrahero Vs Monsters Royale Battle is an action fighting game where you, as a mighty Ultrahero. Battle against waves of evil monsters in a 3D world. Every battle is a new adventure. Feel the perfect fusion of tower defense and nervous arcade action in this game. As a hero, you must not only fight off monsters in epic battles but also use tower defense tactics to protect your base.",https://img.gamedistribution.com/c17f75ead5b2493fa15db989e8b393ac-200x120.jpg,https://html5.gamedistribution.com/c17f75ead5b2493fa15db989e8b393ac/,"Mouse click or tap to play
","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/c17f75ead5b2493fa15db989e8b393ac/,Adventure
fce750f12dda4320ab5e5b638995459f,Mr. Drifter: Car Chase Simulator,"Run fast, crash hard, and cheat death — in style.

Race through a chaotic low-poly city as you dodge police, traffic, and total destruction. Use game-changing power-ups like Slow-Mo, Freeze, and EMP Blasts to escape the impossible.

Unlock wild getaway cars
⚡ Grab power-ups mid-chase
 Smash through obstacles & roadblocks
Stylized low-poly world with top-down tilt
Endless cops. Infinite chaos.

One rule: don’t stop. How long can you stay free?",https://img.gamedistribution.com/fce750f12dda4320ab5e5b638995459f-200x120.jpg,https://html5.gamedistribution.com/fce750f12dda4320ab5e5b638995459f/,"Desktop:
Move with WASD or Arrow Keys
Collect power-ups and dodge obstacles to stay alive

Touch Devices:
Use on-screen touch controls to steer","['在这款刺激的Racing & Driving游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/fce750f12dda4320ab5e5b638995459f/,Racing & Driving
84b087130dcf437a93254e42d2da2268,Feed me Monsters! Idle Battle,The fate of the world is in your hands. Will you rise to the challenge and become a beacon of hope in a land filled with darkness?,https://img.gamedistribution.com/84b087130dcf437a93254e42d2da2268-200x120.jpg,https://html5.gamedistribution.com/84b087130dcf437a93254e42d2da2268/,"Prepare for an epic showdown against a diverse range of enemies! From ferocious beasts that lurk in the wilderness to grotesque mutants threatening humanity, each monster poses a unique challenge. Defeating these foes not only earns you coins and XP but also unlocks new abilities to enhance your combat prowess. Are you ready to embark on this thrilling adventure? Adapt your strategy and overcome every adversary to achieve victory and restore balance to the world!","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/84b087130dcf437a93254e42d2da2268/,Casual
c2f867ddf04f481ea36e77ba1a98e5ff,Mini Games Relax Collection 2,"Relax and take a mini-game tour! Mini Games: Relax Collection 2 brings you a series of casual and fun mini-games, designed for you to relax in your spare time! There are various types of games,each easy to play and extremely fun, allowing you to immerse yourself easily in the game world.",https://img.gamedistribution.com/c2f867ddf04f481ea36e77ba1a98e5ff-200x120.jpg,https://html5.gamedistribution.com/c2f867ddf04f481ea36e77ba1a98e5ff/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/c2f867ddf04f481ea36e77ba1a98e5ff/,Casual
ac446b8b43bb4d09ba5202adc6385154,Noob: Saving friends,"""Noob: Saving friends"" - An adventure in an interesting and captivating world with Nubik.

Together with Nubik, you will mine and sell ores, buy new pickaxes, upgrade skills, and try to uncover all the secrets! Will you be able to challenge the dragon and earn the maximum coins? Or maybe luck from the lucky block will smile upon you?",https://img.gamedistribution.com/ac446b8b43bb4d09ba5202adc6385154-200x120.jpg,https://html5.gamedistribution.com/ac446b8b43bb4d09ba5202adc6385154/,"Your goal is to find all your friends and save them!

Complete tasks to progress through the story and unlock new opportunities.

Controls:

For Mobile:

Left joystick - Movement
Right joystick - Destroy blocks
Tap on the screen in an empty space - Place a block
For PC:

WASD/Arrow keys - Movement
Left Mouse Button - Destroy blocks
Right Mouse Button - Place a block
Hold Shift - Work with the background layer
E - Inventory
F - Open shop
Q - Drop item
ESC - Pause","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/ac446b8b43bb4d09ba5202adc6385154/,Adventure
a574cc7464b646df8d7c6bf0aab8255b,Italian Brainrot Find the Differences,"In this game you have to locate the differences between the two pictures in the limited amount of time given to play each time! To play, use your mouse as control. Make sure that you don’t make a mistake more than three times because that will make you fail. One minute is the total time you will play through the 20 levels in this game! In each level you have seven differences. Good luck!",https://img.gamedistribution.com/a574cc7464b646df8d7c6bf0aab8255b-200x120.jpg,https://html5.gamedistribution.com/a574cc7464b646df8d7c6bf0aab8255b/,To find the differences use the mouse or touch the screen.,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/a574cc7464b646df8d7c6bf0aab8255b/,Puzzle
c411ed3c0ac44ec29d91df090431df75,SuStainable,"As the watchful guardian of a prestigious museum, you're tasked with protecting the priceless artwork from eco-activists turned vandals. To succeed, you must scour the exhibition halls, gather clues, and apprehend the culprit in the act. Once apprehended, you'll conduct a tense interrogation to uncover the truth. Will you be able to find the incriminating paint bucket before the damage is done, or will the suspect's cunning and your own inexperience lead to a disastrous outcome?",https://img.gamedistribution.com/c411ed3c0ac44ec29d91df090431df75-200x120.jpg,https://html5.gamedistribution.com/c411ed3c0ac44ec29d91df090431df75/,"WASD to move
Left Click to Attack
Right Click to show hints","['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/c411ed3c0ac44ec29d91df090431df75/,Puzzle
8c6bbf416a8240cea3c6c9b6f041832e,Cube Speed Dash,"Jump, dash, and survive in Cube Speed Dash, a high-speed arcade challenge where every second counts! Master lightning-fast reflexes as you guide a nimble cube through treacherous obstacle courses filled with spikes, traps, and deadly pitfalls. One wrong move—and it’s game over!",https://img.gamedistribution.com/8c6bbf416a8240cea3c6c9b6f041832e-200x120.jpg,https://html5.gamedistribution.com/8c6bbf416a8240cea3c6c9b6f041832e/,"A: Move Left
D: Move Right
Space: Jump","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/8c6bbf416a8240cea3c6c9b6f041832e/,Casual
9e5d9264597b405895c5d992ff781eb5,Capybara Block Shot,"Join the chillest capybara in a relaxing puzzle adventure!
Merge number blocks, unlock high scores, and vibe your way to 2048 and beyond. Simple to play, soothing to master.
Capybara Block Drop is your cozy brain break!",https://img.gamedistribution.com/9e5d9264597b405895c5d992ff781eb5-200x120.jpg,https://html5.gamedistribution.com/9e5d9264597b405895c5d992ff781eb5/,use mouse or touch to interact with in game element,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/9e5d9264597b405895c5d992ff781eb5/,Puzzle
c94c442d85e9401381dba5c005f4ac85,High Heel Design,"Imagine you are a fashion shoemaker who produces the best high heels ever. In High Heel Design, you are in charge of fashion shoe design. Yes, what you produce is not sneakers, sandals, or boots, but high heels only! Unleash your creativity and combine elements to realize your own stunning high heels in this shoe-designing game.",https://img.gamedistribution.com/c94c442d85e9401381dba5c005f4ac85-200x120.jpg,https://html5.gamedistribution.com/c94c442d85e9401381dba5c005f4ac85/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/c94c442d85e9401381dba5c005f4ac85/,Casual
5c16552163804e5fb7733b0790377833,Car Care Repair DuDu Mechanic,"Car Care Repair DuDu Mechanic is a casual simulation game where you act as a skillful mechanic. Your clients meet diverse problems with their cars: broken windows, cracked car doors, flat tires, malfunctioning motors, lack of car parts...",https://img.gamedistribution.com/5c16552163804e5fb7733b0790377833-200x120.jpg,https://html5.gamedistribution.com/5c16552163804e5fb7733b0790377833/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/5c16552163804e5fb7733b0790377833/,Casual
4c530c26c24a4095bd5e84b8d5423b1d,U Shape Puzzle,"U Shape Puzzle is a unique and satisfying puzzle game where you tap on U-shaped blocks to slide them out — but only if the path is clear! Think before you tap, plan your moves, and remove every U block to finish the level.

With simple one-touch controls and brain-teasing logic, this game is perfect for casual players who love puzzles with a twist.",https://img.gamedistribution.com/4c530c26c24a4095bd5e84b8d5423b1d-200x120.jpg,https://html5.gamedistribution.com/4c530c26c24a4095bd5e84b8d5423b1d/,Tap to unlock,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/4c530c26c24a4095bd5e84b8d5423b1d/,Puzzle
2f97aed1f91a4a119aba8ddd1cd7bf07,Cop Run 3d,"Cop Run 3D is an arcade-style parkour game that brings you on an exciting chase adventure! In this 3D game world, you'll play as a cop, running and jumping through the city streets. Avoid obstacles, and collect various rewards! The gameplay is simple yet fun. Use your agility to jump the fence, avoid spikes, and collect coins.",https://img.gamedistribution.com/2f97aed1f91a4a119aba8ddd1cd7bf07-200x120.jpg,https://html5.gamedistribution.com/2f97aed1f91a4a119aba8ddd1cd7bf07/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/2f97aed1f91a4a119aba8ddd1cd7bf07/,Casual
8d604276d890428eaa2459ccb8fd5119,Trading Games Playtime,"Hey there, game lovers! Get ready to embark on an exciting journey with Trading Games Playtime, the ultimate casual game that's all about relaxation and non-stop fun! This game is a magical blend of various mini-games, making it a one-stop destination for your entertainment needs. First off, it doubles as a fantastic antistress simulator.",https://img.gamedistribution.com/8d604276d890428eaa2459ccb8fd5119-200x120.jpg,https://html5.gamedistribution.com/8d604276d890428eaa2459ccb8fd5119/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/8d604276d890428eaa2459ccb8fd5119/,Casual
a9ddfe71a4624aaba548115221ff8856,Cards: Klondike Solitaire,"A classic card game known for its simple and fun mechanics. If you love solitaire games, then this game is just for you! A famous card puzzle game that is popular among players all over the world.
Perfectly relaxing!",https://img.gamedistribution.com/a9ddfe71a4624aaba548115221ff8856-200x120.jpg,https://html5.gamedistribution.com/a9ddfe71a4624aaba548115221ff8856/,"The goal of the game is to arrange all the cards into four piles in ascending order, starting with the Ace, so that cards of the same suit are in the same pile. The game ends when all cards are dealt.","['在这款刺激的Cards游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/a9ddfe71a4624aaba548115221ff8856/,Cards
a08dc120b3864dc19d4fc36e5bed5210,Chill Clicker,"Chill Clicker is a clicker game where you multiply the Chill Capybara population by clicking. You can buy various upgrades to increase the output of Chill Capybaras, change the weather, and unlock new skins to make you the coolest Chill Capybara in town.",https://img.gamedistribution.com/a08dc120b3864dc19d4fc36e5bed5210-200x120.jpg,https://html5.gamedistribution.com/a08dc120b3864dc19d4fc36e5bed5210/,Click to play!,"['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/a08dc120b3864dc19d4fc36e5bed5210/,Adventure
763004a542884fe4b20dc7d12e1ca0f9,Kitkat Puzzle,"Enter the world of Kitkat Puzzle, a captivating and intricate pin puzzle game where your strategic thinking and creativity are put to the test.

The mission is straightforward - unlock kitkat holes to make these chocolate bars fall in the correct sequence. Sounds simple, yet with unlimited levels of varying complexity, it promises an intriguing brain-teasing journey.",https://img.gamedistribution.com/763004a542884fe4b20dc7d12e1ca0f9-200x120.jpg,https://html5.gamedistribution.com/763004a542884fe4b20dc7d12e1ca0f9/,Use the mouse to remove the kitkat on the table,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/763004a542884fe4b20dc7d12e1ca0f9/,Puzzle
d2e5b8969a24463286ba074724014336,Italian Brainrot Quiz,"Italian Brainrot Quiz is a chaotic meme-guessing game where you match bizarre names to iconic brainrot characters! From Tralalero Tralala to Bombardiro Crocodilo and Tung Tung Tung Sahur – can you guess them all? Each round is a wild ride through surreal Italian meme culture. Laugh, confuse your friends, and become the ultimate Brainrot Champion. Spaghetti logic guaranteed. Ready to play?",https://img.gamedistribution.com/d2e5b8969a24463286ba074724014336-200x120.jpg,https://html5.gamedistribution.com/d2e5b8969a24463286ba074724014336/,use mouse and play,"['在这款刺激的Quiz游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/d2e5b8969a24463286ba074724014336/,Quiz
5b723cee8b384026a6b978dcd019f975,Brainrot Merge Drop Puzzles,"Drop and merge Italian Brainrot. Trallallero Trallala, Tum Tum Tum Saur, Boneca Ambalabu and more. Play funny memes. Drag and drop memes.",https://img.gamedistribution.com/5b723cee8b384026a6b978dcd019f975-200x120.jpg,https://html5.gamedistribution.com/5b723cee8b384026a6b978dcd019f975/,Drag and drop memes from the top of the screen. Two identical touch merge into a new one.,"['在这款刺激的Merge游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/5b723cee8b384026a6b978dcd019f975/,Merge
3589a28d3b8e4ac08b304741858a3e80,Gun Rush,"Begin an action-packed gun battle runner. Gun Rush is an electrifying arcade game that combines gun merging with platform running. Run forward, avoid obstacles, collect weapons, and blast your way to the finish line with ultimate firepower. Control the direction of your gun, shooting power, ATK speed, and Range to increase its value. Increase your damage by using high-value doors.",https://img.gamedistribution.com/3589a28d3b8e4ac08b304741858a3e80-200x120.jpg,https://html5.gamedistribution.com/3589a28d3b8e4ac08b304741858a3e80/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/3589a28d3b8e4ac08b304741858a3e80/,Casual
1e58c5988fb44962a4cd120615d1ca6a,Metro Escape,On Metro escape you must search the room for items that will help you escape. Search for itens in the metro and use them to solve the puzzles. Look carefully at the various patterns around the metro and solve the riddles. Good luck to search for your way to escape!,https://img.gamedistribution.com/1e58c5988fb44962a4cd120615d1ca6a-200x120.jpg,https://html5.gamedistribution.com/1e58c5988fb44962a4cd120615d1ca6a/,Use the left mouse button to interact with the objects.,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/1e58c5988fb44962a4cd120615d1ca6a/,Puzzle
63e8c2d0709e452f842f261a7c9f43f9,Capybara Go!,"Enter the wonderful world of Capybara. In Capybara Go, begin a strategic adventure. You'll be forming and commanding your own little Capybara army. Defeat your opponents and conquer everything through strategy and combat. Lay out your Capybara's to take advantage of each one's strengths and use strategy to defeat powerful enemies.",https://img.gamedistribution.com/63e8c2d0709e452f842f261a7c9f43f9-200x120.jpg,https://html5.gamedistribution.com/63e8c2d0709e452f842f261a7c9f43f9/,"Mouse click or tap to play
","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/63e8c2d0709e452f842f261a7c9f43f9/,Adventure
cee7d55ba3c94cd3b5a7bc9f5c9be674,Idle Market Tycoon,"Grow your idle market, hire managers, and earn money even offline!
Idle Market Tycoon is a fun and addictive idle simulation game where you build and manage your own shopping empire. Start with a small stall, grow your business, hire smart managers, and upgrade every department to attract more customers and earn profits – even while you're offline!
? From fruit stands to electronic stores, expand your marketplace step by step and become the ultimate market tycoon.",https://img.gamedistribution.com/cee7d55ba3c94cd3b5a7bc9f5c9be674-200x120.jpg,https://html5.gamedistribution.com/cee7d55ba3c94cd3b5a7bc9f5c9be674/,Drag to move,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/cee7d55ba3c94cd3b5a7bc9f5c9be674/,Puzzle
edd77cc1b64e43b28c3d6040c90a589e,Merge Fellas Online,"Enjoy the Italian Brainrot meme world in this Merge game. Immerse yourself in the Italian Brainrot world and merge identical characters to accumulate points and reach the highest score. A simple and easy mechanic, drop characters together to form higher-value ones, providing rewards with each successful merge.  Solve the puzzle and merge all the pets!
",https://img.gamedistribution.com/edd77cc1b64e43b28c3d6040c90a589e-200x120.jpg,https://html5.gamedistribution.com/edd77cc1b64e43b28c3d6040c90a589e/,"Easy to understand;
Nice and addictive gameplay;
Highscore meme game;
Awesome HD Graphics;

Use the mouse or touch to play","['在这款刺激的Merge游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/edd77cc1b64e43b28c3d6040c90a589e/,Merge
6db1b18f83524462ad7e5d23792552db,Geometry Vibes Monster,"Geometry Vibes Monster is a reaction-based arcade game where you must dodge incoming obstacles, spikes, and battle against a variety of unique monsters. Each monster features distinct attack patterns that you must skillfully avoid. Your main goal is to navigate your spaceship as far as possible while surviving the onslaught of attacks.",https://img.gamedistribution.com/6db1b18f83524462ad7e5d23792552db-200x120.jpg,https://html5.gamedistribution.com/6db1b18f83524462ad7e5d23792552db/,"Keep your spaceship on course and avoid hitting obstacles.
Stay alert for the specific attack patterns of each monster.
Click and hold the ""MOUSE"" or press and hold the ""SPACEBAR"" to ascend.
Release the button to dive downward.
In 2,3,4 Player race mode, ""UP ARROW"", ""SPACEBAR"" ""H"" and ""L"" are used to control.
","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/6db1b18f83524462ad7e5d23792552db/,Adventure
d2469e2bac9247108bd72573893b76fe,Patterns,"Help Ellie recreate magical patterns using grass, fire, clouds, and more elements as you uncover the hidden order of each level.",https://img.gamedistribution.com/d2469e2bac9247108bd72573893b76fe-200x120.jpg,https://html5.gamedistribution.com/d2469e2bac9247108bd72573893b76fe/,"Click on a tile to place down the selected element. Click on an element icon to change the element. Click on a shape icon to change the shape. In Stretch Mode, you can stretch shapes by dragging the arrows.","['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/d2469e2bac9247108bd72573893b76fe/,Puzzle
ad14e488375b4e41af52a4617f6837d0,Italian Brainrot Obby Parkour,"Italian Brainrot Obby Parkour is a wild and hilarious 2 player platforming experience that blends meme-fueled chaos with classic obby parkour mechanics. Inspired by games like Tower of Hell, this title brings the unpredictable humor of the Italian brainrot meme universe into a 3D climbing challenge.

Available characters are: 
-Tung Tung Sahur
-Brr Brr Patapim
-Burbaloni Luliloli
-Frigo Camelo
-Girafa Celestre
-Lirili Larila
-Orangutini Annaucini
-Tralalero Tralala
-Vaca Saturno Saturnita",https://img.gamedistribution.com/ad14e488375b4e41af52a4617f6837d0-200x120.jpg,https://html5.gamedistribution.com/ad14e488375b4e41af52a4617f6837d0/,"In Single Player Game mode:
Move: W,A,S,D or ARROW KEYS
Jump: SPACE
Sprint: L-SHIFT
Camera rotate: MOUSE
Zoom in/out: MOUSE SCROLL

In 2 Player Game mode:
Player 1:
Move: W,A,S,D
Jump: SPACE
Sprint: L-SHIFT

Player 2:
Move: ARROW KEYS
Jump: L
Sprint: K","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/ad14e488375b4e41af52a4617f6837d0/,Casual
afcd01218ad8495c847c1475566e7e10,Hyper Nurse: Hospital Games,"Get ready to navigate through the fast-paced world of healthcare, where every second counts. Your mission as a hyper nurse is to provide exceptional care to patients, manage critical situations, and ensure the smooth operation of the hospital. Get ready to put your multitasking skills to the test as you juggle multiple tasks and make crucial decisions in hyper nurse: hospital games.",https://img.gamedistribution.com/afcd01218ad8495c847c1475566e7e10-200x120.jpg,https://html5.gamedistribution.com/afcd01218ad8495c847c1475566e7e10/,Use left mouse button to make choices.,"['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/afcd01218ad8495c847c1475566e7e10/,Adventure
4a82c78f7515460bbc51686fa598231a,Ragdoll Bob Puzzle,"Help Bob reach his goal in Ragdoll Bob Puzzle, a quirky and fun 2D puzzle game that challenges your brain and creativity! Bob is a floppy ragdoll who needs your help to get to the endpoint while collecting as many stars as possible along the way. But here’s the twist—you can’t control Bob directly. Instead, you must guide his path by placing a limited number of blocks and objects in the right spots to create a safe and clever route.",https://img.gamedistribution.com/4a82c78f7515460bbc51686fa598231a-200x120.jpg,https://html5.gamedistribution.com/4a82c78f7515460bbc51686fa598231a/,Guide Ragdoll Bob to the endpoint by placing objects and solving clever physics puzzles!,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/4a82c78f7515460bbc51686fa598231a/,Puzzle
d25314c77d8a4931b7d3c7a8d7ee35ea,My Pet Care Salon,"My Pet Care Salon invites you to run your very own pet spa! Groom, pamper, and style a variety of adorable pets with fun, interactive activities. From bath time and nail trimming to trendy haircuts and accessory styling, provide the best care for your furry clients. Manage your salon, meet different pets, and earn rewards as you create a welcoming environment for pets and their owners. Transform your pet care dreams into reality and become the ultimate pet stylist!",https://img.gamedistribution.com/d25314c77d8a4931b7d3c7a8d7ee35ea-200x120.jpg,https://html5.gamedistribution.com/d25314c77d8a4931b7d3c7a8d7ee35ea/,Left Mouse Button Click,"['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/d25314c77d8a4931b7d3c7a8d7ee35ea/,Casual
